<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.08.03	1.31100	1.31475	1.30627	1.30645	103996	86166979000	9
2016.08.04	1.30645	1.30888	1.29956	1.30171	105019	91850198000	9
2016.08.05	1.30125	1.32000	1.30086	1.31709	106426	87575596000	9
2016.08.08	1.31749	1.31896	1.31359	1.31587	92196	82860105000	9
2016.08.09	1.31505	1.31892	1.31088	1.31183	103238	99710457000	9
2016.08.10	1.31158	1.31235	1.29898	1.30540	123401	119746836000	9
2016.08.11	1.30535	1.30792	1.29575	1.29900	120841	126477690000	9
2016.08.12	1.29910	1.29920	1.29237	1.29552	110420	111949901000	9
2016.08.15	1.29440	1.29749	1.29014	1.29216	89319	88767351000	9
2016.08.16	1.29212	1.29333	1.27985	1.28610	124366	113493952000	9
2016.08.17	1.28614	1.29172	1.28307	1.28432	120648	100417768000	9
2016.08.18	1.28417	1.28565	1.27633	1.27805	124568	109775872000	9
2016.08.19	1.27798	1.28917	1.27724	1.28642	115761	104843307000	9
2016.08.22	1.28800	1.29649	1.28661	1.29447	109543	99546154000	9
2016.08.23	1.29461	1.29461	1.28584	1.29113	106982	96782612000	9
2016.08.24	1.29084	1.29575	1.29010	1.29259	114866	101861748000	9
2016.08.25	1.29203	1.29391	1.28986	1.29210	97794	87117238000	9
2016.08.26	1.29177	1.30113	1.28307	1.29987	124039	106646646000	9
2016.08.29	1.29912	1.30472	1.29834	1.30109	118846	107501647000	9
2016.08.30	1.30130	1.31029	1.30094	1.30978	110163	89951083000	9
2016.08.31	1.30913	1.31451	1.30795	1.31040	127488	98880237000	9
2016.09.01	1.31047	1.31477	1.30825	1.31011	122597	101192594000	9
2016.09.02	1.30956	1.31139	1.29788	1.29788	134783	108101742000	9
2016.09.05	1.29842	1.29948	1.29060	1.29254	95793	74042910000	9
2016.09.06	1.29261	1.29328	1.28264	1.28425	115505	86440768000	9
2016.09.07	1.28429	1.29134	1.28220	1.28830	117518	91359646000	9
2016.09.08	1.28853	1.29374	1.28504	1.29365	128837	94031713000	9
2016.09.09	1.29313	1.30525	1.29098	1.30377	130065	107291133000	9
2016.09.12	1.30466	1.31229	1.30293	1.30387	141850	108189562000	9
2016.09.13	1.30391	1.31896	1.30289	1.31746	155852	130749315000	9
2016.09.14	1.31690	1.32082	1.31278	1.31953	133639	109439992000	9
2016.09.15	1.31931	1.32353	1.31302	1.31539	151492	119943099000	9
2016.09.16	1.31530	1.32476	1.31415	1.32109	141056	117377202000	9
